c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
981,Customer#000000981,CeWn3HFU20U8UQUIFhLSO1CKBSacNw,18,28-202-962-8429,3383.26,MACHINERY,c deposits are furiously final packages. iron
982,Customer#000000982,ndRQnW3KJYB,23,33-460-986-9418,1437.55,FURNITURE,he blithely express requests use express ideas. bl
983,Customer#000000983,SHKouaxLmPwPkv40cEkZanicvp62Fj Ss,7,17-283-610-6143,2902.95,BUILDING,ons impress across the blithely ironic deposits. busily special Tiresias sublate. quickly regular requests wake. ev
984,Customer#000000984,MKqmfmcR98sUAR,11,21-247-588-5181,2811.97,AUTOMOBILE,"sly regular ideas haggle carefully regular deposits. regular packages use pending, final requests. regul"
985,Customer#000000985,"0yqeM,iop0wyzW88nWMfg",23,33-408-194-5161,2701.21,HOUSEHOLD, foxes. theodolites haggle slyly. ironic instructions boost ironic pinto beans; regular accounts affix sly
986,Customer#000000986,"pMIYaJN5,kpXca4Mh7djg2bN",1,11-537-225-3800,178.73,BUILDING," packages; careful, bold deposits cajole fluf"
987,Customer#000000987,"9cr,68xjYUNNxgi",8,18-887-394-2506,9850.64,AUTOMOBILE, foxes. slyly final tithes wake slyly unusual deposits. carefully even deposits wake blithely s
988,Customer#000000988,"Ypd2gn6tePtLPW,9m rSd7P",3,13-862-722-3298,7746.97,FURNITURE,ithely regular instructions are fluffily according to the blithely final deposits: deposits are around the furiously
989,Customer#000000989,"CgxIu5PjU32lh2,y1HkI0D9Qj,3F",10,20-646-819-6827,5453.74,AUTOMOBILE,bold theodolites. express pearls breach quickly ironically express packages. ironic instructions s
990,Customer#000000990,ylrINLWPASjHTKJvhVgx8D6Sv,0,10-403-137-1064,6988.49,BUILDING,y special foxes. blithely iro
991,Customer#000000991,OgZkswZKF7,21,31-977-971-6175,6533.53,AUTOMOBILE,"y final packages. regular, even pinto beans wake. bold packages run furiously. furious, regular d"
992,Customer#000000992,6PIZdlLbMgw036,5,15-262-535-3924,5027.75,MACHINERY,ously even pinto beans are carefully accounts. slyly ironic multipliers detect furiously slyly ironic f
993,Customer#000000993,WUgrhIorPePKP3FiqWgisiOxryKKz9DwIeaF0l,7,17-494-757-5759,8421.87,FURNITURE,deposits detect about the special accou
994,Customer#000000994, 1HNM5Wf7RngCBEGwXer4PDPMYK3aRiGCubxr,16,26-638-159-5836,7461.27,HOUSEHOLD,r the blithely ironic excuses. regul
995,Customer#000000995,Wyo8q EWAfWcwjNa1zIv9F57NBb1vzYL,13,23-272-700-1002,-341.79,BUILDING,s. carefully unusual accounts wake slyly ruthlessly express ideas: accounts lose quickly among the quickly spe
996,Customer#000000996,"uH 8HPkrs,aEVb2A5el7A6rBlaev",22,32-902-625-1946,6450.78,AUTOMOBILE,"y regular accounts. final, ironic accounts sleep final deposits. furiously silent excuses integr"
997,Customer#000000997,TVgeo8YnY9jkQtkSRCsBHSVBBkmUIRLhm,17,27-218-645-5219,367.03,FURNITURE,e boldly. quickly busy requests above the packages use carefully quickly ironic theodolites. bo
998,Customer#000000998,Mj9elpkBJQtvRgwaZ0mEec6pk,17,27-951-935-6514,6679.20,MACHINERY,ly among the carefully bold excuses. slyly even ideas haggle furiously ironic foxes. quickly i
999,Customer#000000999,AY8lmFLA 9yXeTCymWswjYqBcryn,16,26-876-956-1302,403.89,BUILDING,y regular packages among the do
1000,Customer#000001000,KseZzK7v4FgxG,22,32-730-275-2976,-881.70,BUILDING,"ernes according to the regular, bold foxes wake blithely above"
1001,Customer#000001001,hP47slpX16uExrDeoixkWMoxMRAx,21,31-389-986-4741,7140.81,MACHINERY,"ly furiously even foxes. quickly even deposits along the special, unusual excuses unw"
1002,Customer#000001002,SSPgEu XH159fm2S4pyt74cCN6N,10,20-973-622-6579,3699.76,MACHINERY,s are quickly along the theodolites. unusual accounts are about the quickly final deposits. blithely even pinto b
1003,Customer#000001003,"Gm,TFces5sfJkRo7oVWxcvkvXq4c",21,31-716-397-1854,7894.00,AUTOMOBILE,"ncies haggle despite the blithely ironic deposits. pending, ironic deposits sleep quickly b"
1004,Customer#000001004,FpQdknhC2YzK3nU06YnmdrQHHDeX1N1hB,8,18-676-152-4849,1512.46,MACHINERY, pearls wake furiously against the slyly u
1005,Customer#000001005,P74bfP7wCyIK  OeXH,13,23-149-373-9093,7790.94,AUTOMOBILE,ously final requests along the furiously 
1006,Customer#000001006,bWUBQGOzQWhvqeJc8,12,22-364-780-5932,7447.99,BUILDING,"structions wake special, even excuses. furiously even packages against the blit"
1007,Customer#000001007,"cLj,FwSksnUC",9,19-790-843-5283,7347.90,MACHINERY,jole quickly regular accounts. fluffily even accou
1008,Customer#000001008,"rLbUymdsZmyWPxC7N0j 2qFNXX,rusZvPaY",2,12-115-571-7897,8191.74,HOUSEHOLD," across the carefully pending dependencies. even, daring requ"
1009,Customer#000001009,P4cd3 Y5uX0QGK2DoGuTg hj0n,12,22-132-906-1117,594.50,BUILDING,"ts sleep slyly deposits. always regular platelets haggle ironic deposits. special requests integrate. stealthy, sile"
1010,Customer#000001010,yQzigso11V,5,15-221-463-3776,1652.78,AUTOMOBILE,"uests against the special, ironic excuses are slyly regular theodolites. fluffily bold r"
1011,Customer#000001011,"VESgbslu7WEDjKCPWodT085f4,3Va",5,15-736-809-3168,1188.94,BUILDING,usly unusual ideas boost caref
1012,Customer#000001012,W1zBrAAeUCpEKAAmM,4,14-535-551-6255,4422.45,AUTOMOBILE,lyly final accounts. furiously 
1013,Customer#000001013,"HV LMdyOJb,rrv",15,25-725-599-1183,-951.53,BUILDING,efully about the furiously ironic foxes. slyly express accounts
1014,Customer#000001014,2zIQPDecc51Qkv47BLm,11,21-553-425-9152,-392.84,AUTOMOBILE,xpress packages wake quickly above the express courts. final deposits detect slyly slyly special theodolites. c
1015,Customer#000001015,anh4mFOqGWloSc7T4oz3q,10,20-134-926-5391,6392.00,HOUSEHOLD,en requests sleep furiously according to the slyly express requests. carefully ironic
1016,Customer#000001016,TysGJc3eljhKEs,11,21-683-368-2994,2357.54,AUTOMOBILE,"ent requests. unusual, ironic deposits should have to solve across the even deposits. express, unusual dependenc"
1017,Customer#000001017,dC5b1l9VJ6CSCC,16,26-593-941-5690,-913.70,MACHINERY,dle accounts. slyly bold packages haggle blithely pending platelets. blithely express requests haggle unusual
1018,Customer#000001018,uFNuf2cKavt 3JXzWtGyuG115Tw0wgZOUB5A,18,28-450-764-4871,8341.71,FURNITURE,uternes. fluffily bold excuses alongside of the ironic epitaphs
1019,Customer#000001019,"6elzXT5Fpy0,KX,csbtFJIqCkkQsoWkkTWhi",21,31-502-683-3413,2114.53,FURNITURE,"theodolites wake. regular, even instructions kindle carefully regular theodolites. quickly unusual"
1020,Customer#000001020,ojCE0g8jgL38vf82wXRqDC2ajGwPQMtyMLHw9,3,13-692-286-8158,6914.87,MACHINERY,lphins boost. ideas nag. courts wake silent platelets. idle packages haggle quickly even 
1021,Customer#000001021,"FrJYvbPxHaEac OMZ,R N4,rC",6,16-469-554-5196,1286.76,MACHINERY, pinto beans. slyly quick accounts wake. carefully ironic requests sleep until the carefu
1022,Customer#000001022,Gb0RjVMUEawfz423 Y2,8,18-733-553-2195,9605.83,AUTOMOBILE,uests. quietly pending deposits are quickly furiously silent pinto beans. furi
1023,Customer#000001023,wSrCukOc76JlSNcA0Gy10WBcTBOj1S2MjT,17,27-960-306-5136,7188.35,AUTOMOBILE,pinto beans. furiously special accounts haggle slyly. packages haggle among the carefully fi
1024,Customer#000001024,Svf 99TSxcctToj5,11,21-508-779-7822,-425.09,FURNITURE,egular accounts. carefully unusual ideas nag fluffily. slyly regular packages detect furiously closely f
1025,Customer#000001025,Y7YqZyCSEoB7Mcrg74SQzHfpfdZYDJVFtF,8,18-588-456-4616,3363.46,AUTOMOBILE,inal dolphins! carefully regular requests haggle slyly. ironic 
1026,Customer#000001026,HygO8Sy5YcpS7WYh5AeMFrdHGecrWBH3Ex,17,27-169-221-8173,9699.28,MACHINERY,"side of the bold, express accounts. carefully final requests wake along the furiously"
1027,Customer#000001027,ldQvWa33e ,2,12-278-154-5262,4946.21,BUILDING,le slyly: slyly final pinto beans wake carefully blithely dogged asymptotes. sly
1028,Customer#000001028,"euEcJjd0vWWQCKa,J18wBCs,rTD PNHQI1cN",10,20-582-119-3249,1915.53,AUTOMOBILE,g the furiously ironic asymptotes. blithely silent theodolites use fluffily. boldly unusual 
1029,Customer#000001029,oX7fgWz0KO,15,25-602-810-8723,6252.18,BUILDING, pinto beans. quickly regular accounts are carefully special acc
1030,Customer#000001030,4ByZpJpVJRD,8,18-759-877-1870,6359.27,HOUSEHOLD, the final accounts. quick platelets are carefully. instructions a
1031,Customer#000001031,Ovo2cMy6K5W0mvkiO,21,31-946-641-1853,2226.80,AUTOMOBILE,ithely silent accounts? final requests nag furiously? deposits boost carefully caref
1032,Customer#000001032,VtCiso vVsgpc,18,28-449-227-3528,1853.64,FURNITURE,"carefully fluffily ironic platelets. dependencies use ironic accounts. pending, express theo"
1033,Customer#000001033,5cCsbyclS6O2evHmV,8,18-470-380-2978,81.06,BUILDING,"ily fluffily special deposits. thin orbits use quickly special pinto beans. ironic, final dependen"
1034,Customer#000001034,mDVAAQUW78hxh4sXLSkBcGl0OY42XtBHz50lKjx,5,15-370-179-6631,7349.82,HOUSEHOLD,sly ironic requests are furiously. blithely regular accounts wake 
1035,Customer#000001035,"Ut7PaVUVkXqI0Uph,mEacv0kOUP1cbHWDO3CC",10,20-376-345-3729,7499.36,AUTOMOBILE,equests. slyly unusual pinto beans integrate slyly against the blithely special pinto beans. regula
1036,Customer#000001036,MuxHKISncldUCg k,8,18-791-577-7691,1766.23,BUILDING,ly pending packages instead of the slyly
1037,Customer#000001037,"OvKn1cg9V1y6XjcZznc8U2E,CNoSOU4E",23,33-855-960-2989,4936.25,BUILDING,"ic, bold epitaphs cajole blithely. quickly ironic somas c"
1038,Customer#000001038,uaosQWUBdKPlRzuo9rjoNNYYkNmA,17,27-511-101-1611,-509.92,AUTOMOBILE,lites. stealthy deposits haggle blithely braids. deposits haggle quickly ironic acco
1039,Customer#000001039,"mU,Y7LgHmF94 1",10,20-871-886-9220,7618.54,FURNITURE,"y unusual packages detect according to the special, even packages."
1040,Customer#000001040,xPhENkMU6RcF,11,21-756-109-1482,2860.71,BUILDING,ely special dolphins cajole blithely carefully bold ideas. special acco
1041,Customer#000001041,",SRLrEYFqW",11,21-314-290-3052,7993.98,MACHINERY,s haggle fluffily silent packages. furiously regular platelets sleep carefully. slyly special n
1042,Customer#000001042,"9ZzJRLtlDY,EWsGQWhRVlnV",5,15-215-652-3459,9849.87,FURNITURE,slyly about the stealthily special packages. bl
1043,Customer#000001043,kheDZZuDWPGrw4oUI5x7azm 2nsFtod,7,17-266-334-8613,5847.76,HOUSEHOLD,luffy accounts cajole furiously. carefully ironic excuse
1044,Customer#000001044,nJYMSLft8yAfmTq,0,10-451-459-9620,7291.30,BUILDING,gular requests sleep carefully. carefully final dep
1045,Customer#000001045,PFwk6EabfPt3rYXKMEbBZW48Zfmy8Wt,20,30-120-992-2121,2942.19,HOUSEHOLD,ow requests. theodolites cajole quickly requests. ironic id
1046,Customer#000001046,yEKAsGt64Xr2sYoYR2eJjKL,10,20-890-161-8958,2311.00,BUILDING,s engage behind the busy ideas. carefully regular depths wake fin
1047,Customer#000001047,KVIp9fztE0uUff8b6YnseLyIm8rA1,9,19-146-399-4251,8918.99,BUILDING,"ctions nag furiously unusual, ironic deposits. slyly sile"
1048,Customer#000001048,"fG,MPJvR8Qmp7vCJP",19,29-757-642-3735,2583.91,BUILDING, wake against the furiously bold requests. even deposits sleep. carefully ironic theod
1049,Customer#000001049,Q1ZcOmJjQi2VKeIk,9,19-499-258-2851,8747.99,MACHINERY,sleep carefully final deposits. furiously bold depo
1050,Customer#000001050,hK5DHeT2WjpdVLRUjm6BUG2dd8 mXrd,11,21-448-313-4374,-517.65,FURNITURE,s are slyly final deposits. furiously even requests above the silent packages haggle fluffily ironic r
1051,Customer#000001051,Jj806mxN5cdM,2,12-869-221-1428,9776.39,HOUSEHOLD,"counts. carefully final pinto beans boost regular ideas. quickly regular accounts eat blithely about the even, even"
1052,Customer#000001052,"dO3yg90ZjwMYn,rAbwJvXA35I3cxNaY",13,23-496-475-9040,2837.96,BUILDING,"gular frets wake carefully. final, final warthogs use around the blithe, bold escapades. fluffily unusual f"
1053,Customer#000001053,wnh7yNtQxzF1zvarlaCy,16,26-400-312-6496,-473.85,MACHINERY,ise busily furiously pending asymptotes
1054,Customer#000001054,4KHUa6tYiRm5C8IjPKfLSfimS4B4iYayEPk7u,21,31-915-292-9727,8844.27,HOUSEHOLD,slyly pending packages. theodolite
1055,Customer#000001055,"2XqKKumebenYJAA8LPeoUUc,s",7,17-802-131-7180,639.93,HOUSEHOLD,ep carefully furiously ironic accounts. furiously even instructions haggle blithely quickly 
1056,Customer#000001056,"TxZ DocOw6,,R",5,15-325-285-5215,6287.12,HOUSEHOLD,sits poach evenly pending sauternes; carefully ironic instructions again
1057,Customer#000001057,"vt5SrmP4Wu90hJGvo,N2WYTysPegue",24,34-750-735-1314,-377.11,AUTOMOBILE," nag pending, bold deposits. slyly pending packages haggle slyly blithely fluffy dolphins. even, express dep"
1058,Customer#000001058,"a,dimP85naX d6OpMwn RB",19,29-818-620-9637,6807.55,MACHINERY,s was furiously according to the blithely permanent foxes. packages wake enticingly acc
1059,Customer#000001059,djv2eJnHEKNia3JgFd40Tfivin ,23,33-683-418-9460,1547.50,HOUSEHOLD,along the carefully regular accounts. regular accounts sleep slyly. furiously bold accounts serve ar
1060,Customer#000001060,R4hG6VhhhcxKQgbdqhhO,8,18-290-794-6133,2840.59,HOUSEHOLD,osits nag blithely slyly ironic ideas. blithely regular platelets run blithely. bold pinto beans among the b
1061,Customer#000001061,pAfJKsICZoCagJ 6jjnJ5KZcEAuZJfPBgpUK,4,14-909-417-8324,-258.77,BUILDING,le carefully according to the furiously even foxes. quickly re
1062,Customer#000001062,Yc2 knhoZ27QRnb,22,32-207-600-8684,4709.92,HOUSEHOLD, slyly express asymptotes. blithel
1063,Customer#000001063,"uj54nUtZcM,b",21,31-277-349-9036,1663.28,MACHINERY,"y ironic accounts hinder: even, bold acc"
1064,Customer#000001064,6ElJB6RrQiBbtzek9i41G,15,25-391-998-4106,1666.07,MACHINERY, the furiously final courts boost furiously ironic courts. slowly express ideas haggle. pendi
1065,Customer#000001065,"BkpQT4,Nce gfx2qB8JBi5vkt7R J",22,32-605-226-2449,4663.41,HOUSEHOLD, snooze slyly above the bold th
1066,Customer#000001066,"ZkMr,eGYRlGpzZkypI2SXzfwDYSEmGrgDe",0,10-333-463-4472,949.68,MACHINERY,"ar platelets! fluffy, even platelets cajole according to the carefully pending dependen"
1067,Customer#000001067,LYVoj1LJ Q,23,33-764-123-9568,9153.84,FURNITURE,"ular, bold accounts. silent, ironic courts above the furiousl"
1068,Customer#000001068,"nF4NkEDgBED,zqZrxryM5vCE86Kk0EN",18,28-485-984-7299,737.40,AUTOMOBILE,", unusual requests solve furiously ironic, unusual accounts. carefully special accounts about the carefully "
1069,Customer#000001069,cN4 bl8q JEA4arHEUVM,21,31-927-711-6278,5465.29,BUILDING,cajole. furiously pending packages haggle. q
1070,Customer#000001070,"F,z2EN2zVvgtN88sAvVWZmyXY",15,25-894-843-9171,3160.23,FURNITURE,sts. blithely regular foxes haggle furiously even packages. silent
1071,Customer#000001071,cKoq2gYfmvnTwTbHWN2BaMrdDUedSv6s2PqZAyH,16,26-350-231-6183,4033.56,MACHINERY," about the carefully final pinto beans. quickly regular sheaves are slyly final, f"
1072,Customer#000001072,"kBo ZzeSS4Dmf8FOT,Spuh",4,14-432-882-6163,7979.48,HOUSEHOLD,quickly special requests. blithely regular theodolites poach slyly. carefully ironic 
1073,Customer#000001073,hmtliZK2e1A85PefeiL,10,20-774-197-6595,8217.23,BUILDING,es cajole alongside of the ironically even asymptotes. slyly even platelet
1074,Customer#000001074,Ek0M91KHb ,10,20-176-839-1649,122.67,BUILDING,"se. express, special accounts sleep furiously quickly pending asymptotes. furiously even accounts affix quic"
1075,Customer#000001075,"K7iOYr6KrBBJ2JY5,te68ay 16Zg6xztziPV0DuP",21,31-724-234-4181,2714.50,BUILDING, boost blithely ironic deposits. gifts are furiously along t
1076,Customer#000001076,"pZKL,mtI6rkSSb,PBwW6dONKQc9B5q",10,20-405-710-1902,3509.35,AUTOMOBILE,lithely regular requests sleep furiously ironic deposits. carefully express platelets instead of the furiously unu
1077,Customer#000001077, HGZn8j45e4VXGkTqP7y8JZmOfw4MndSKlnOBacg,21,31-367-294-4048,8581.78,AUTOMOBILE,"tterns! regular, express asymptotes are requests. furiously ironic"
1078,Customer#000001078,2H9sqtSaPmNiGhuA6i0P,19,29-729-692-6790,70.93,MACHINERY,"eep according to the final packages. express, express notornis serve daringly qu"
1079,Customer#000001079,PctNTwzjiaBYfdd,19,29-699-930-2250,2135.91,AUTOMOBILE,aggle pinto beans. regular packages boost quickly. f
1080,Customer#000001080,3xu0K ZWdBEMI1muR9s,12,22-806-885-5347,3267.19,MACHINERY,ons. deposits are slyly after the si
1081,Customer#000001081,Nkk9H2MuT2rdwnZILDbePpgYhQe,12,22-866-942-1021,8647.42,MACHINERY,ly ironic deposits. carefully unusual accounts dazzle furiously
1082,Customer#000001082,"xe3VYrZsAnQkdsHM8sKzv856,l6UIlF KI6n",5,15-646-384-2302,3247.92,BUILDING,inal platelets wake among the sometimes regular accounts. carefully ex
1083,Customer#000001083,"zD B2F4kuvuQlEhuYcA,2",7,17-159-499-3318,3847.29,FURNITURE,grow blithely. ironic pinto beans according to the furiously even ideas are among the bol
1084,Customer#000001084,"n,RZ TXUqS8bADV",2,12-378-899-7136,1416.75,FURNITURE,ies. quickly final pinto beans are. silent foxes integrate. theodolites use a
1085,Customer#000001085,C1KyjakiG66vImhg413zYg6dIVvfDath6Z,21,31-831-702-3157,5275.88,BUILDING,posits. regularly bold foxes across the regular theodolites wake fluffily furiously ironic theodolites. enti
1086,Customer#000001086,noe1 ddyCYEiY7px0G,8,18-399-482-6815,9726.83,FURNITURE,"nic instructions cajole fluffily regular, daring deposits. ironic accounts wake even"
1087,Customer#000001087,n7cjUTx iuhSXRuFgmELHHO,21,31-334-391-6403,5878.21,MACHINERY,lly special accounts nag. pending deposits sleep after the furiously special deposits. fluffily bol
1088,Customer#000001088,"3H3aydhCe,EJoFmu,04lOduwh,KUuBErGfYDEEmw",22,32-324-225-2635,2098.62,BUILDING, quickly. quickly special requests wake against
1089,Customer#000001089,dcTTrsBfHQdMTPQFZ4DjSKyO1eo6F6ci,18,28-164-765-7462,3429.95,BUILDING,c patterns wake carefully. fluffily ironic accounts are. quickly special accounts wake among the express asympto
1090,Customer#000001090,cYhnjm5uH6,15,25-711-934-6343,5212.43,AUTOMOBILE,al dependencies. slowly ironic id
1091,Customer#000001091,XtMTviXK6RZ91oBw7ynIT4z0,17,27-336-955-4882,-710.53,BUILDING,onic accounts are quickly. ironic instructions wake blithely against
1092,Customer#000001092,"1CqAYgU,JHQS",15,25-766-175-4580,2004.15,HOUSEHOLD,ages; slyly express pinto beans haggle alongs
1093,Customer#000001093,gc0RApbiH84 IpAbzqc3g agMOaS6cVKP,24,34-931-911-6156,-273.96,HOUSEHOLD,ests detect fluffily slyly fluffy ideas? fluffily ironic packages sleep above the quickly unusual deposi
1094,Customer#000001094,"dls,MNN7EbF3GYrY3eRwSeOBZYd5o,cg",2,12-234-721-9871,2544.49,MACHINERY,structions among the furiously final pinto beans haggle fluffily 
